Date;PX_LAST;PX_OPEN;PX_LOW;PX_HIGH;PX_VOLUME;AVERAGE_BID_ASK_SPREAD_%;VOLUME_TOTAL_PUT;VOLUME_TOTAL_CALL;PUT_CALL_OPEN_INTEREST_TOTAL;OPEN_INT_TOTAL_CALL;SHORT_INT;SHORT_INT_RATIO
09.10.2015;108,54;108,28;108,23;108,56;463410;0,0307;51;1018;39798;9873;7481389;9,297
12.10.2015;108,68;108,36;108,36;108,715;277906;0,0448;703;32;39847;9883;7481389;9,297
13.10.2015;107,92;108,42;107,92;108,42;775222;0,0374;1184;88;40531;9883;7481389;9,297
14.10.2015;108,41;108,23;108,03;108,42;701716;0,0402;27;2;42028;9883;7481389;9,297
15.10.2015;108,95;108,81;108,66;108,96;713745;0,0359;270;256;41375;10081;6533222;7,359
16.10.2015;109,54;109,38;109,12;109,68;1156347;0,0333;58;19;41805;8491;6533222;7,359
19.10.2015;109,55;109,21;109,21;109,56;723096;0,0201;182;23;36149;4454;6533222;7,359
20.10.2015;108,95;109,11;108,77;109,25;1121294;0,0284;789;19;28437;4473;6533222;7,359
21.10.2015;108,57;108,51;108,45;108,7099;604037;0,0277;314;19;29212;4473;6533222;7,359
22.10.2015;109,03;108,62;108,49;109,09;663915;0,0325;123;19;29515;4473;6533222;7,359
23.10.2015;109,25;109,33;109,13;109,42;687837;0,0237;324;20;29629;4493;6533222;7,359
26.10.2015;109,31;109,15;109,11;109,45;434616;0,0314;3;20;29618;4503;6533222;7,359
27.10.2015;109,01;109,07;108,86;109,23;1288796;0,0505;2075;30;29629;4503;6533222;7,359
28.10.2015;108,56;109,02;108,49;109,24;566254;0,0551;452;30;29935;4503;6533222;7,359
29.10.2015;108,72;108,74;108,64;108,8799;654368;0,0298;6;18;30375;4512;6533222;7,359
30.10.2015;108,5;108,73;108,41;108,82;892308;0,0368;44;122;30388;4492;6450874;8,07
02.11.2015;108,14;108,04;107,98;108,52;3335551;0,0448;22;35;30354;4515;6450874;8,07
03.11.2015;108,74;108,48;108,37;108,83;1028762;0,0289;20;20;30357;4535;6450874;8,07
04.11.2015;108,72;109,01;108,68;109,3;693870;0,0317;1545;9;30397;4530;6450874;8,07
05.11.2015;108,85;108,85;108,6;109,005;840868;0,0338;5;19;31658;4542;6450874;8,07
06.11.2015;108,19;108,22;107,8311;108,26;1091186;0,0276;2153;2116;31669;6648;6450874;8,07
09.11.2015;107,67;107,63;107,52;108;640693;0,0376;16;2116;35900;6648;6450874;8,07
10.11.2015;107,81;107,56;107,445;107,86;461453;0,0536;6;2116;35912;6648;6450874;8,07
11.11.2015;107,84;107,52;107,52;107,9113;357633;0,0324;7;2116;35918;6648;6450874;8,07
12.11.2015;108,04;107,92;107,89;108,145;834704;0,0259;2;2116;35925;6648;6450874;8,07
13.11.2015;107,88;107,91;107,7;107,97;718921;0,0202;13;2116;35927;6648;6279269;6,277
16.11.2015;107,94;107,64;107,53;107,94;1843191;0,0387;13;2116;35928;6635;6279269;6,277
17.11.2015;108,19;108,12;107,96;108,24;893658;0,0268;52;250;35915;6619;6279269;6,277
18.11.2015;108,45;108,62;108,36;108,62;539569;0,027;5;250;35923;6599;6279269;6,277
19.11.2015;108,65;108,67;108,55;108,73;943144;0,0226;37;6;35901;6605;6279269;6,277
20.11.2015;108,99;108,85;108,8;109,1;1427786;0,0365;194;74;35885;6535;6279269;6,277
23.11.2015;108,88;108,9;108,79;109,02;647390;0,0341;24;73;33892;4440;6279269;6,277
24.11.2015;108,77;108,87;108,5701;108,87;801277;0,0352;20;73;29608;4440;6279269;6,277
25.11.2015;108,67;108,83;108,56;109;432914;0,0416;8;79;29618;4421;6279269;6,277
26.11.2015;108,67;108,83;108,56;109;432914;0,0416;8;79;29618;4421;6279269;6,277
27.11.2015;108,68;108,65;108,55;108,74;378251;0,0764;74;79;29606;4421;6279269;6,277
30.11.2015;108,39;108,62;108,36;108,75;1260646;0,0316;43;51;29655;4409;3048124;3,325
01.12.2015;108,28;108,21;108,08;108,34;2350135;0,0332;6;41;29657;4450;3048124;3,325
02.12.2015;107,93;108,15;107,81;108,27;793883;0,0475;43;41;29704;4450;3048124;3,325
03.12.2015;107,18;107,93;107,16;107,93;1245001;0,0316;1012;1000;29730;5390;3048124;3,325
04.12.2015;107,34;106,91;106,9;107,39;1114261;0,0254;213;3;31578;5393;3048124;3,325
07.12.2015;107,08;107,03;107,02;107,42;637156;0,0551;19;3;31592;5393;3048124;3,325
08.12.2015;106,91;107,02;106,9;107,08;1314381;0,0246;1604;1600;31595;6993;3048124;3,325
09.12.2015;107,09;107,18;107,05;107,36;1022086;0,0318;1634;1600;34795;6993;3048124;3,325
10.12.2015;106,93;107,02;106,92;107,14;902173;0,0328;24263;1600;36384;6993;3048124;3,325
11.12.2015;105,29;106,51;105,2;106,54;1817456;0,0389;844;1194;59117;6861;3048124;3,325
14.12.2015;105,71;105,14;105,14;105,94;1273702;0,0493;20;31;59248;6892;3048124;3,325
15.12.2015;106,06;105,87;105,7822;106,17;1093757;0,0352;2276;31;59278;6892;3326331;2,698
16.12.2015;106,14;106,09;105,6401;106,43;1379820;0,0549;1326;54;58895;6908;3326331;2,698
17.12.2015;106,23;106,38;106,2;106,61;943907;0,0503;1359;337;58534;7223;3326331;2,698
18.12.2015;105,99;106,26;105,99;106,36;1017571;0,0451;5894;213;59332;7431;3326331;2,698
21.12.2015;105,8;106,17;105,73;106,21;979821;0,0434;77;4;62111;4090;3326331;2,698
22.12.2015;105,98;105,85;105,74;106,18;1260257;0,0404;26;21;52621;4111;3326331;2,698
23.12.2015;106,46;105,99;105,94;106,47;1356977;0,0336;665;22;52664;4133;3326331;2,698
24.12.2015;105,96;105,93;105,9;106,38;955790;0,0516;40;22;53337;4113;3326331;2,698
25.12.2015;105,96;105,93;105,9;106,38;955790;0,0516;40;22;53337;4113;3326331;2,698
28.12.2015;105,66;106;105,64;106;534085;0,0344;3;543;53342;4656;3326331;2,698
29.12.2015;105,76;105,77;105,6691;105,91;438795;0,0464;401;543;53887;4113;3326331;2,698
30.12.2015;105,98;105,46;105,46;106;1078063;0,0343;16;543;53005;4113;3326331;2,698
31.12.2015;105,78;105,99;105,71;106,04;799630;0,0464;10;543;53009;4113;3874477;3,967
01.01.2016;105,78;105,99;105,71;106,04;799630;0,0464;10;543;53009;4113;3874477;3,967
04.01.2016;105,67;105,49;105,45;105,82;1249680;0,0353;15;543;53011;4113;3874477;3,967
05.01.2016;105,95;105,75;105,72;106,3599;1170535;0,0384;84;543;53013;4113;3874477;3,967
06.01.2016;105,94;105,8;105,74;106,03;913930;0,0441;114;5;53090;4114;3874477;3,967
07.01.2016;105,44;105,15;105,15;105,62;1173911;0,0326;180;15;53163;4099;3874477;3,967
08.01.2016;105,35;105,55;105,31;105,81;2015669;0,032;261;20;53053;4119;3874477;3,967
11.01.2016;105,17;105,45;105,07;105,45;787783;0,0439;443;20;53282;4139;3874477;3,967
12.01.2016;104,68;105,13;104,61;105,25;1318074;0,0419;296;10;53738;4149;3874477;3,967
13.01.2016;104,27;104,91;104,25;104,97;1520196;0,0331;5146;10;53880;4149;3874477;3,967
14.01.2016;104,39;103,8;103,8;104,5;720952;0,0493;1119;23;55857;4159;3874477;3,967
15.01.2016;103,36;103,6;103,12;104,24;1434135;0,0394;5267;822;56364;4971;3604327;2,929
18.01.2016;103,36;103,6;103,12;104,24;1434135;0,0394;5267;822;56364;4971;3604327;2,929
19.01.2016;103,74;103,91;103,55;103,992;1688530;0,0338;2452;32;57184;3731;3604327;2,929
20.01.2016;103,11;103,12;102,9;103,36;2162483;0,0334;1514;30;48493;3751;3604327;2,929
21.01.2016;103,58;103,32;103,26;103,69;802954;0,0374;10;30;49536;3751;3604327;2,929
22.01.2016;104,55;104,45;104,17;104,79;1324991;0,0359;165;30;49463;3751;3604327;2,929
25.01.2016;104,07;104,66;104,07;104,74;839210;0,043;26;3;49599;3754;3604327;2,929
26.01.2016;104,4;104,11;103,83;104,55;1405239;0,0408;96;3;49616;3754;3604327;2,929
27.01.2016;104,9;104,71;104,71;105,2999;773403;0,0511;21;6;49611;3757;3604327;2,929
28.01.2016;105,45;105,8;105,38;105,9;557440;0,0483;1009;108;49619;3747;3604327;2,929
29.01.2016;105,82;106,11;105,61;106,11;1099081;0,0286;39;26;50603;2952;3750935;3,169
01.02.2016;104,88;105,2;104,7;105,29;2583067;0,0238;1302;26;49815;2952;3750935;3,169
02.02.2016;104,65;104,61;104,4;104,67;1023503;0,0286;72;26;50915;2952;3750935;3,169
03.02.2016;105,11;104,69;104,4408;105,13;1051314;0,0305;18;3;50979;2952;3750935;3,169
04.02.2016;105,24;105,24;104,95;105,29;1302601;0,0311;402;3;50995;2952;3750935;3,169
05.02.2016;105,13;105,12;105,1;105,27;802144;0,0256;21;1;50894;2952;3750935;3,169
08.02.2016;104,66;104,82;104,48;104,82;1115779;0,0322;2737;411;50894;2952;3750935;3,169
09.02.2016;104,32;104,25;104,25;104,59;783776;0,0506;41;411;53606;2952;3750935;3,169
10.02.2016;104,42;104,53;104,3975;104,77;744956;0,0399;17;9;53633;2961;3750935;3,169
11.02.2016;104,3;104,02;103,95;104,355;881955;0,0459;5079;22;53642;2939;3750935;3,169
12.02.2016;104,71;104,41;104,28;104,83;991596;0,0448;919;527;58074;3465;4220420;3,741
15.02.2016;104,71;104,41;104,28;104,83;991596;0,0448;919;527;58074;3465;4220420;3,741
16.02.2016;105,05;105,23;104,74;105,23;2043998;0,0391;2213;20;59507;3485;4220420;3,741
17.02.2016;105,79;105,49;105,37;105,91;1727444;0,0436;2324;22;61462;3489;4220420;3,741
18.02.2016;106,11;106;105,93;106,31;1249463;0,0333;1029;59;59534;3520;4220420;3,741
19.02.2016;106,02;106,18;105,75;106,18;570092;0,0673;182;40;60585;3029;4220420;3,741
22.02.2016;106,54;106,53;106,42;106,6;656991;0,0325;42;13;60181;3008;4220420;3,741
23.02.2016;106,52;106,52;106,25;106,68;645637;0,0319;42;7;56931;3008;4220420;3,741
24.02.2016;106,54;106;106;106,571;847628;0,0445;1015;7;56931;3008;4220420;3,741
25.02.2016;106,91;106,54;106,52;106,99;1161087;0,0293;10;7;57946;3008;4220420;3,741
26.02.2016;107,09;107,2695;107,01;107,46;1341989;0,0334;23;30;57956;3038;4220420;3,741
29.02.2016;107,25;107,4;107,11;107,56;1410143;0,0271;66;24;57979;3050;4123917;3,538
01.03.2016;108,06;107,45;107,33;108,16;7117095;0,0182;5;74;58015;3106;4123917;3,538
02.03.2016;107,8;107,63;107,43;107,86;2353700;0,0227;5;74;58073;3106;4123917;3,538
03.03.2016;107,93;107,8;107,64;107,97;1836687;0,0259;8;74;58078;3106;4123917;3,538
04.03.2016;108,19;107,99;107,99;108,25;1642751;0,0341;1505;74;58082;3106;4123917;3,538
07.03.2016;108,4;108,29;108,1;108,42;1405384;0,0277;470;16;57066;3111;4123917;3,538
08.03.2016;107,97;108,31;107,805;108,48;1896901;0,0221;25;28;57494;3115;4123917;3,538
09.03.2016;108,23;108;107,86;108,25;989614;0,0246;2;28;57520;3115;4123917;3,538
10.03.2016;108,17;108,44;108,11;108,73;1198224;0,0239;80;28;57520;3115;4123917;3,538
11.03.2016;108,84;108,45;108,45;108,895;1250056;0,032;80;30;57535;3143;4123917;3,538
14.03.2016;108,6;108,68;108,5999;108,9;1188717;0,0334;109;10;57563;3151;4123917;3,538
15.03.2016;107,99;108,32;107,98;108,57;1061990;0,0187;11;5;57671;3154;2868306;1,438
16.03.2016;109,06;107,9;107,9;109,2;1478914;0,0334;1016;5;57675;3145;2868306;1,438
17.03.2016;109,91;109,59;109,51;110,11;1627405;0,0248;52;25;58682;3002;2868306;1,438
18.03.2016;110;110,36;109,91;110,41;1442802;0,0273;1227;952;58505;3564;2868306;1,438
21.03.2016;110,41;110,25;110,25;110,58;1932725;0,0385;2012;2045;60282;5293;2868306;1,438
22.03.2016;110,2;110,26;110,15;110,48;1738446;0,0328;170;31;46288;5317;2868306;1,438
23.03.2016;109,51;110;109,49;110,09;1193145;0,0223;4;31;46457;5317;2868306;1,438
24.03.2016;109,25;109,33;108,86;109,485;1100814;0,0304;28;31;46460;5317;2868306;1,438
25.03.2016;109,25;109,33;108,86;109,485;1100814;0,0304;28;31;46460;5317;2868306;1,438
28.03.2016;109,46;109,04;108,81;109,545;1211979;0,0313;28;31;46436;5317;2868306;1,438
29.03.2016;110,03;109,4;109,275;110,04;1629619;0,0327;4;30;46436;5343;2868306;1,438
30.03.2016;110,14;110,04;110,04;110,3;1205184;0,0278;38;92;46466;5312;2868306;1,438
31.03.2016;110,35;110,3;110,26;110,64;2063533;0,0225;10;1;46424;5279;2067358;1,368
01.04.2016;110,21;109,91;109,7022;110,48;1421866;0,0429;3;1;46396;5279;2067358;1,368
04.04.2016;110,18;110,09;110,0882;110,37;1170183;0,0261;15;6;46399;5285;2067358;1,368
05.04.2016;109,89;110,02;109,7155;110,02;1325332;0,0254;15;6;46419;5285;2067358;1,368
06.04.2016;110,15;109,85;109,8;110,15;1525085;0,0192;15;6;46419;5285;2067358;1,368
07.04.2016;109,7;110,13;109,53;110,13;1535569;0,0257;2;4;46419;5287;2067358;1,368
08.04.2016;110,05;110;109,93;110,1525;1010994;0,0192;13;2;46421;5289;2067358;1,368
11.04.2016;110,54;110,56;110,2401;110,71;1607979;0,0186;37;2;46426;5289;2067358;1,368
12.04.2016;110,69;110,64;110,585;110,84;1618053;0,0214;41;43;46447;5301;2067358;1,368
13.04.2016;111,15;111,03;111,03;111,225;1859705;0,0153;17;22;46498;5315;2067358;1,368
14.04.2016;111,29;111,38;111,21;111,47;751983;0,0236;35;50;46529;5297;2067358;1,368
15.04.2016;111,35;111,4;111,24;111,4199;734880;0,0251;10;5;46543;5257;2576424;1,946
18.04.2016;111,41;111,01;111;111,41;891272;0,0284;557;574;44513;3803;2576424;1,946
19.04.2016;111,84;111,75;111,49;111,84;2069163;0,0197;8402;8458;41577;12257;2576424;1,946
20.04.2016;111,93;111,93;111,67;112,18;1627985;0,0258;42;20;58433;12257;2576424;1,946
21.04.2016;111,53;112,01;111,52;112,47;1460866;0,0189;1;22;58473;12268;2576424;1,946
22.04.2016;111,36;111,49;111,36;111,59;930169;0,0182;1;1;58485;12269;2576424;1,946
25.04.2016;110,91;111,16;110,88;111,19;1438002;0,0183;63;1;58487;12269;2576424;1,946
26.04.2016;111,01;111;110,87;111,034;1135612;0,0164;10023;710;58540;12108;2576424;1,946
27.04.2016;111,51;111,1;110,99;111,65;1227874;0,0207;5;110;68402;12191;2576424;1,946
28.04.2016;111,74;111,69;111,61;111,9;1635205;0,0204;21;26;68489;12182;2576424;1,946
29.04.2016;111,63;111,9;111,54;111,975;1127991;0,0172;156;40;68489;12095;3449242;2,547
02.05.2016;111,2;111,59;111,18;111,59;1025499;0,0207;29;26;68555;12094;3449242;2,547
03.05.2016;110,95;111,21;110,77;111,21;1387300;0,0201;11;6;60854;12095;3449242;2,547
04.05.2016;110,69;110,77;110,64;110,88;1001301;0,0188;150;6;60856;12095;3449242;2,547
05.05.2016;110,945;111,04;110,7;111,04;975222;0,0198;15;6;60919;12095;3449242;2,547
06.05.2016;111,09;110,79;110,63;111,11;1031227;0,0285;8;12;60929;12100;3449242;2,547
09.05.2016;110,81;110,76;110,76;111,26;1198503;0,0169;15;22;60776;12122;3449242;2,547
10.05.2016;111,3;111,21;111,06;111,36;969769;0,0199;3;2;60811;12122;3449242;2,547
11.05.2016;111,56;111,54;111,37;111,61;1114851;0,0256;15;2;60507;12122;3449242;2,547
12.05.2016;111,78;111,77;111,6101;111,924;780170;0,027;9;27;60492;12126;3449242;2,547
13.05.2016;111,85;111,9;111,6011;111,9;378137;0,0383;240;2;60505;12126;3470461;3,519
16.05.2016;111,91;111,92;111,7819;111,98;863774;0,0243;23;2;60736;12126;3470461;3,519
17.05.2016;111,83;111,87;111,7205;111,92;449340;0,0251;2;2;60737;12126;3470461;3,519
18.05.2016;110,75;111,82;110,7;111,82;1817134;0,0207;479;114;60739;12130;3470461;3,519
19.05.2016;110,37;110,33;110,13;110,48;1662648;0,0222;2916;2103;61204;14131;3470461;3,519
20.05.2016;110,48;110,62;110,41;110,84;1528367;0,0213;9;13;66118;14126;3470461;3,519
23.05.2016;110,49;110,82;110,4;110,82;927740;0,0273;27;22;65282;5168;3470461;3,519
24.05.2016;110,75;110,43;110,43;110,93;1989246;0,0173;12;20;56194;5182;3470461;3,519
25.05.2016;111,06;111,06;110,92;111,11;972927;0,0211;54;108;56218;5192;3470461;3,519
26.05.2016;111,1;111,21;111,04;111,23;1003835;0,0176;1;5;56277;5197;3470461;3,519
27.05.2016;111,04;111,23;111,04;111,28;555855;0,0179;59;105;56282;5202;3470461;3,519
30.05.2016;111,04;111,23;111,04;111,28;555855;0,0179;59;105;56282;5202;3470461;3,519
31.05.2016;110,98;111,01;110,95;111,16;976925;0,023;6;32;56330;5173;2974868;2,567
01.06.2016;110,92;110,71;110,53;110,95;1858562;0,0153;5114;29;56306;5162;2974868;2,567
02.06.2016;111,12;111,09;110,89;111,25;4650527;0,0147;3;29;52413;5162;2974868;2,567
03.06.2016;112;111,79;111,78;112,3189;1301765;0,0197;12;27;52416;5188;2974868;2,567
06.06.2016;112,21;112,06;112,06;112,395;903844;0,0265;1105;616;52448;5799;2974868;2,567
07.06.2016;112,39;112,82;112,35;112,9;1512711;0,0238;5007;14;54107;5197;2974868;2,567
08.06.2016;112,98;113,18;112,82;113,18;810000;0,016;145;77;58504;5231;2974868;2,567
09.06.2016;112,84;112,83;112,54;112,84;916268;0,0172;8;37;58640;5248;2974868;2,567
10.06.2016;112,41;112,65;112,4;112,6601;893586;0,0268;32;37;58665;5248;2974868;2,567
13.06.2016;112;112,2;112;112,35;816732;0,0223;247;107;58692;5303;2974868;2,567
14.06.2016;111,49;111,51;111,35;111,6201;1144170;0,0174;62;8;58903;5311;2974868;2,567
15.06.2016;111,93;111,66;111,6422;112,02;1151289;0,0184;62;8;58904;5311;2549794;1,757
16.06.2016;111,95;111,89;111,7;112,07;894931;0,0236;9;8;58925;5311;2549794;1,757
17.06.2016;111,84;112,14;111,83;112,23;761217;0,0268;13;43;58925;5159;2549794;1,757
20.06.2016;112,6;112,74;112,4171;112,74;1483708;0,0154;9;13;58701;4532;2549794;1,757
21.06.2016;112,51;112,68;112,48;112,71;946301;0,0256;13;2;15493;4533;2549794;1,757
22.06.2016;113;112,7;112,7;113;1392915;0,0186;5;20;15505;4553;2549794;1,757
23.06.2016;113,27;113,17;113,17;113,42;583897;0,0204;83;5;15530;4558;2549794;1,757
24.06.2016;112,31;111,51;111,51;112,665;1312408;0,0256;7;5;15539;4563;2549794;1,757
27.06.2016;112,65;112,57;111,9531;112,96;1853882;0,0221;12;11;15551;4574;2549794;1,757
28.06.2016;113,48;113,24;113,08;113,55;1278384;0,0174;2521;4503;15557;7071;2549794;1,757
29.06.2016;114,62;114,38;114,02;114,695;1368323;0,0214;49;81;20566;7107;2549794;1,757
30.06.2016;115,15;114,69;114,58;115,19;5314759;0,0146;18;63;20643;6911;3824090;2,447
01.07.2016;115,06;115,14;114,61;115,495;1587206;0,075;29;21;20452;6918;3824090;2,447
04.07.2016;115,06;115,14;114,61;115,495;1587206;0,075;29;21;20452;6918;3824090;2,447
05.07.2016;115,32;115,39;115,1;115,45;1809865;0,0221;28;92;20470;6955;3824090;2,447
06.07.2016;115,48;115,19;115,12;115,51;1354707;0,0145;60;1;20535;6955;3824090;2,447
07.07.2016;115,44;115,78;115,35;115,78;1119443;0,0183;12;5;20538;6951;3824090;2,447
08.07.2016;116,36;115,67;115,67;116,36;1447847;0,0169;6;32;20546;6966;3824090;2,447
11.07.2016;116,69;116,63;116,55;116,93;1456636;0,0183;28;31;20564;6975;3824090;2,447
12.07.2016;116,29;116,61;116,29;116,66;1644366;0,0208;15;3;20601;6975;3824090;2,447
13.07.2016;116,35;116,51;116,3;116,57;1701846;0,0206;3258;3252;20604;10225;3824090;2,447
14.07.2016;116,4;116,5;116,2102;116,86;3426425;0,0189;1247;324;27104;10525;3824090;2,447
15.07.2016;116,37;116,35;116,24;116,49;6078731;0,0199;2036;3071;28648;13540;3375910;1,561
18.07.2016;116,21;116,32;116,075;116,36;3840665;0,017;16;1;33679;13541;3375910;1,561
19.07.2016;116,24;116,29;116,0864;116,4;2461666;0,0219;44;50;32446;13541;3375910;1,561
20.07.2016;116,19;116,34;116,07;116,395;2212685;0,0186;54;40;32468;13578;3375910;1,561
21.07.2016;116,19;116,3;116,01;116,3;1963682;0,0183;189;141;32525;13717;3375910;1,561
22.07.2016;116,2;116,33;116,13;116,74;2897333;0,0204;376;6006;32792;19723;3375910;1,561
25.07.2016;115,91;116,28;115,89;116,43;1088053;0,0207;243;61;39173;19768;3375910;1,561
26.07.2016;115,58;115,78;115,55;115,87;3716506;0,0168;15;1;39191;19768;3375910;1,561
27.07.2016;116,1;116,32;115,58;116,46;2657758;0,025;1;57;39188;19815;3375910;1,561
28.07.2016;115,82;116,01;115,72;116,47;1636089;0,0268;1;1;39235;19814;3375910;1,561
29.07.2016;116,19;115,9;115,77;116,2;1852839;0,0156;1035;3062;39234;19774;7524429;3,093
01.08.2016;115,25;115,58;115,06;115,67;2198089;0,0164;23;7;39727;19781;7524429;3,093
02.08.2016;114,98;115,39;114,97;115,39;2596917;0,0134;194;78;35663;19826;7524429;3,093
03.08.2016;115,14;115;114,94;115,26;2821520;0,0136;2014;2019;35769;21829;7524429;3,093
04.08.2016;115,91;115,68;115,65;115,98;1374971;0,0164;1000;188;39772;21797;7524429;3,093
05.08.2016;115,61;116,1;115,6;116,1;1896682;0,0134;5029;40;40740;21802;7524429;3,093
08.08.2016;116,3;116,07;116,07;116,33;2728538;0,0117;3303;1;45770;21803;7524429;3,093
09.08.2016;116,84;116,65;116,6;116,88;2394560;0,0143;211;50;48072;21853;7524429;3,093
10.08.2016;117,18;117,02;116,94;117,2;1565836;0,0139;324;2;47958;21855;7524429;3,093
11.08.2016;117;117;116,77;117,14;2082521;0,0144;2525;2503;48282;24357;7524429;3,093
12.08.2016;117,5;117,17;117,17;117,52;2981235;0,0131;7124;7202;52755;31455;7524429;3,093
15.08.2016;117,64;117,53;117,53;117,66;866373;0,0134;59;35;66973;31473;3569158;1,67
16.08.2016;117,33;117,77;117,315;117,79;3161211;0,0134;8049;8191;67012;39569;3569158;1,67
17.08.2016;117,69;117,55;117,28;117,74;4524214;0,0122;59;106;83154;39589;3569158;1,67
18.08.2016;117,97;117,79;117,68;117,99;2233650;0,0156;4;21;83207;39610;3569158;1,67
19.08.2016;117,42;117,75;117,38;117,78;1289448;0,0144;39;30;83229;38546;3569158;1,67
22.08.2016;117,57;117,44;117,25;117,62;2127304;0,0177;15;50;81936;33330;3569158;1,67
23.08.2016;117,67;117,69;117,65;117,83;2851488;0,0127;315;143;71622;33361;3569158;1,67
24.08.2016;117,27;117,68;117,245;117,76;1835752;0,0127;242;100;71944;33461;3569158;1,67
25.08.2016;117,26;117,4;117,09;117,4;1066844;0,0159;2037;5;72267;33466;3569158;1,67
26.08.2016;117,11;117,49;117,08;117,84;2447719;0,018;123;10;74269;33466;3569158;1,67
29.08.2016;117,69;117,12;117,12;117,7;1803873;0,0141;28;31;74306;33476;3569158;1,67
30.08.2016;117,65;117,73;117,37;117,74;1880348;0,0134;7;25;74341;33494;3569158;1,67
31.08.2016;117,22;117,66;117,22;117,66;1645954;0,0141;18;4044;74359;28913;6420600;2,868
01.09.2016;116,58;116,52;116,33;116,75;4263791;0,0133;50;17;69786;28923;6420600;2,868
02.09.2016;116,92;116,96;116,54;116,96;2233456;0,0171;2;230;68752;29153;6420600;2,868
05.09.2016;116,92;116,96;116,54;116,96;2233456;0,0171;2;230;68752;29153;6420600;2,868
06.09.2016;117,64;117,32;117,07;117,64;3019244;0,0127;17;397;57973;29456;6420600;2,868
07.09.2016;117,97;118,02;117,65;118,14;2922679;0,0125;79;185;58264;29570;6420600;2,868
08.09.2016;117,43;117,88;117,39;118,05;2150356;0,0143;504;810;58407;30380;6420600;2,868
09.09.2016;116,28;117,21;116,16;117,255;3323521;0,0139;217;105;59721;30296;6420600;2,868
12.09.2016;116,26;115,6;115,6;116,57;2943929;0,0118;325;59;59830;30321;6420600;2,868
13.09.2016;114,98;116,18;114,94;116,28;5101800;0,0131;80;20;60162;30332;6420600;2,868
14.09.2016;115,2;115,33;115,12;115,67;2590763;0,0171;10;108;60243;30436;6420600;2,868
15.09.2016;115,68;115,17;115,17;115,72;2640867;0,0162;596;108;60347;30436;7211769;2,312
16.09.2016;115,35;115,83;115,18;115,83;1646419;0,0156;335;500;60404;30432;7211769;2,312
19.09.2016;115,76;115,71;115,5201;115,84;2041623;0,015;40;26;52559;9709;7211769;2,312
20.09.2016;115,89;116;115,78;116,17;3388837;0,0155;40;3;16133;9712;7211769;2,312
21.09.2016;117,15;116,35;116,215;117,21;2238274;0,0179;127;85;16136;9794;7211769;2,312
22.09.2016;117,61;117,91;117,6;118,05;4748497;0,0143;2506;2500;16246;12294;7211769;2,312
23.09.2016;117,24;117,69;116,985;117,69;2978128;0,0133;4;20;21247;12304;7211769;2,312
26.09.2016;116,88;116,95;116,74;117,02;1771683;0,0131;2502;1;21261;12305;7211769;2,312
27.09.2016;117,21;116,96;116,86;117,27;2338501;0,0129;17;752;23764;13055;7211769;2,312
28.09.2016;117,33;117,18;116,95;117,34;2134846;0,0139;17;752;22030;13055;7211769;2,312
29.09.2016;116,86;117,47;116,86;117,535;2133072;0,0169;22;30;22030;13062;7211769;2,312
30.09.2016;117,21;117,11;117,05;117,44;1942921;0,0126;1;1413;22042;13033;6650962;2,674
03.10.2016;116,94;116,94;116,7;117,06;2778612;0,0156;7;12;22014;13039;6650962;2,674
04.10.2016;116,43;117,19;116,32;117,19;3174190;0,0141;3;12;22016;13039;6650962;2,674
05.10.2016;116,46;116,48;116,275;116,69;1380383;0,0168;13;10;22014;13049;6650962;2,674
06.10.2016;116,28;116,46;116,07;116,46;1722112;0,0164;13;301;22035;13350;6650962;2,674
07.10.2016;116,35;116,15;115,8926;116,37;1368290;0,0227;13;4;22336;13354;6650962;2,674
10.10.2016;116,78;116,35;116,15;116,8;816792;0,0238;5;25;22340;13349;6650962;2,674
11.10.2016;115,85;116,11;115,61;116,11;2282509;0,0177;33;29;22340;13349;6650962;2,674
12.10.2016;115,85;115,68;115,38;115,87;1598966;0,0165;186;1320;22371;13212;6650962;2,674
13.10.2016;116,12;115,69;115,598;116,18;2624286;0,0176;31;4;22305;13216;6650962;2,674
14.10.2016;115,54;116,23;115,48;116,23;1840460;0,0243;1;2550;22319;15716;9178612;4,686
17.10.2016;115,57;115,19;115,19;115,6;2873555;0,0128;438;11;24820;15707;9178612;4,686
18.10.2016;115,75;115,47;115,4;115,77;2285000;0,012;23;23;25227;15714;9178612;4,686
19.10.2016;115,9;115,56;115,56;116,04;1739851;0,0194;123;711;25243;15012;9178612;4,686
20.10.2016;116;116,26;115,98;116,325;1199838;0,0278;26;711;24486;15012;9178612;4,686
21.10.2016;116,48;116,13;116,0901;116,52;1019530;0,0196;2515;36;24471;14994;9178612;4,686
24.10.2016;116,47;116,43;116,31;116,59;1501280;0,0148;81;16;24451;11642;9178612;4,686
25.10.2016;116,52;116,4;116,33;116,53;2936827;0,0138;81;2;18575;11644;9178612;4,686
26.10.2016;115,84;116,11;115,74;116,15;947007;0,0206;41;18;18577;11646;9178612;4,686
27.10.2016;114,85;115,61;114,69;115,61;3326447;0,0216;224;2000;18607;13646;9178612;4,686
28.10.2016;114,57;114,98;114,55;115,13;1758707;0,0212;146;2;20423;11646;9178612;4,686
31.10.2016;114,69;114,86;114,68;115,1775;1562477;0,0154;237;33;18563;11661;7887861;4,102
