Date;PX_LAST;PX_OPEN;PX_LOW;PX_HIGH;PX_VOLUME;AVERAGE_BID_ASK_SPREAD_%;VOLUME_TOTAL_PUT;VOLUME_TOTAL_CALL;PUT_CALL_OPEN_INTEREST_TOTAL;OPEN_INT_TOTAL_CALL;SHORT_INT;SHORT_INT_RATIO
01.01.2008;101,35;101,37;101,35;101,4;1600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
02.01.2008;101,49;101,15;101,15;101,53;7600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
03.01.2008;101,67;101,77;101,67;101,77;2300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
04.01.2008;101,72;101,74;101,6588;101,74;1800;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
07.01.2008;101,95;101,86;101,69;101,95;11000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
08.01.2008;102,1968;102,23;101,24;102,23;45700;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
09.01.2008;102,12;102,22;102,12;102,22;1400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
10.01.2008;102,21;102,09;102,09;102,21;300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
11.01.2008;101,838;102,02;101,838;102,07;1800;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
14.01.2008;102,19;102,1;102,1;102,19;13100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;17677;#N/A N/A
15.01.2008;102,36;102,26;102,26;102,36;104100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
16.01.2008;102,5;102,34;102,112;102,5;3100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
17.01.2008;102,41;102,48;102,298;102,48;45700;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
18.01.2008;102,47;102,06;102,048;102,48;4300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
21.01.2008;102,47;102,06;102,048;102,48;4300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
22.01.2008;101,98;102;101,55;102,01;6000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
23.01.2008;102;102,04;101,9;102,25;12000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
24.01.2008;102,02;102,27;101,76;102,27;26900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
25.01.2008;102,178;102,06;102,06;102,25;1400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
28.01.2008;102,1399;102,11;102,11;102,14;2000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
29.01.2008;101,97;102,22;101,97;102,22;1200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
30.01.2008;102,28;101,89;101,89;102,28;2400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;76288;#N/A N/A
31.01.2008;102,31;102,3;102,15;102,33;600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
01.02.2008;101,84;102,28;101,56;102,28;7300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
04.02.2008;101,88;101,88;101,88;101,88;1100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
05.02.2008;101,65;101,94;101,5;101,94;11600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
06.02.2008;101,69;101,65;101,65;101,69;1900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
07.02.2008;101,33;101,51;101,03;101,51;11200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
08.02.2008;100,94;100,82;100,7;100,94;7300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
11.02.2008;100,89;101,01;100,74;101,01;4300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
12.02.2008;100,92;100,84;100,66;100,92;3300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
13.02.2008;101,11;100,88;100,88;101,11;3200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
14.02.2008;101,098;101,14;101,02;101,14;3500;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;26973;#N/A N/A
15.02.2008;101,29;101,04;101,04;101,29;900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
18.02.2008;101,29;101,04;101,04;101,29;900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
19.02.2008;100,53;100,82;100,53;100,82;2200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
20.02.2008;100,53;100,82;100,53;100,82;2200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
21.02.2008;100,42;100,63;100,3;100,63;1600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
22.02.2008;100,79;100,79;100,79;100,79;1700;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
25.02.2008;100,92;100,86;100,8599;100,92;2100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
26.02.2008;101,0099;100,85;100,85;101,02;1100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
27.02.2008;101,21;101,16;101,16;101,26;20600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
28.02.2008;101,12;101,11;101,108;101,12;217400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;266;#N/A N/A
29.02.2008;101,42;101,39;101,2662;101,43;3000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
03.03.2008;101,01;101,06;100,73;101,06;3500;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
04.03.2008;100,88;100,7601;100,68;101,01;4100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
05.03.2008;101,02;100,99;100,904;101,02;3400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
06.03.2008;100,874;101,03;100,874;101,03;900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
07.03.2008;100,77;100,8;100,7004;100,8;3600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
10.03.2008;100,78;100,8;100,78;100,8;1300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
11.03.2008;100,69;100,69;100,55;100,69;1500;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
12.03.2008;100,7401;100,82;100,74;100,82;5500;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
13.03.2008;100,5;100,7799;100,3901;100,83;6000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567;#N/A N/A
14.03.2008;100,94;100,8299;100,69;100,94;7000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
17.03.2008;100,73;100,6;100,53;100,73;700;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
18.03.2008;101,23;100,56;100,53;101,23;6600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
19.03.2008;101,35;101,3;101,006;101,35;2100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
20.03.2008;101,33;100,91;100,91;101,33;2100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
21.03.2008;101,33;100,91;100,91;101,33;2100;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
24.03.2008;101,35;101,31;100,9801;101,35;4300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
25.03.2008;101,15;101,1;101,1;101,39;5400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
26.03.2008;101,35;101,32;101,2;101,35;7400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
27.03.2008;101,31;101,02;101,02;101,31;2200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
28.03.2008;101,12;101,22;100,81;101,22;3900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4481;#N/A N/A
31.03.2008;101,09;101,18;101,08;101,18;2300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
01.04.2008;100,52;100,74;100,5;100,91;19500;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
02.04.2008;100,83;100,88;100,53;100,88;1800;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
03.04.2008;100,91;100,92;100,6401;100,92;3700;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
04.04.2008;101,23;101,25;101,213;101,25;2900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
07.04.2008;101,5;101,49;101,4284;101,5;1600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
08.04.2008;101,53;101,4662;101,2401;101,53;3400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
09.04.2008;101,52;101,57;101,5099;101,57;1200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
10.04.2008;101,78;101,64;101,44;101,78;2300;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
11.04.2008;101,89;101,65;101,65;101,89;7600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
14.04.2008;101,92;101,92;101,92;101,92;40496;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9285;#N/A N/A
15.04.2008;102,03;102;101,85;102,03;965;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
16.04.2008;102,12;102,076;102,076;102,27;8729;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
17.04.2008;101,99;102,14;101,8;102,14;18440;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
18.04.2008;101,77;101,67;101,5;101,77;12729;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
21.04.2008;101,76;101,7038;101,54;101,76;4979;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
22.04.2008;101,63;101,63;101,4868;101,63;6390;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
23.04.2008;101,51;101,51;101,4;101,59;12718;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
24.04.2008;101,45;101,5;101,28;101,54;11870;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
25.04.2008;101,3;101,3;101,1;101,3;6805;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
28.04.2008;101,15;101,1;100,9184;101,15;2362;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
29.04.2008;101,158;101,36;101,01;101,36;4749;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18690;#N/A N/A
30.04.2008;101,8;101,49;101,2772;101,8;8743;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
01.05.2008;101,52;101,2324;101,2324;101,57;4535;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
02.05.2008;101,94;101,9;101,89;101,94;7105;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
05.05.2008;101,9;101,63;101,54;101,93;12229;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
06.05.2008;101,76;101,67;101,651;101,76;5819;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
07.05.2008;101,59;101,79;101,49;101,92;31800;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
08.05.2008;101,61;101,66;101,43;101,66;9429;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
09.05.2008;101,64;101,5;101,5;101,66;2313;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
12.05.2008;101,5;101,5;101,08;101,7;11999;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
13.05.2008;101,42;101,52;101,3732;101,52;27094;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
14.05.2008;101,21;101,14;101,14;101,34;2772;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16552;#N/A N/A
15.05.2008;101,54;101,28;101,25;101,82;11934;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
16.05.2008;101,88;101,66;101,6358;101,88;8456;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
19.05.2008;101,9;101,85;101,85;101,9;14933;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
20.05.2008;102,05;102;101,8596;102,08;5757;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
21.05.2008;102,07;102,14;101,9399;102,14;7574;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
22.05.2008;101,76;101,9;101,72;101,9;3267;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
23.05.2008;101,93;101,7;101,7;101,93;10185;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
26.05.2008;101,93;101,7;101,7;101,93;10185;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
27.05.2008;101,81;101,8;101,755;101,83;11125;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
28.05.2008;101,7;101,78;101,67;101,83;7965;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
29.05.2008;101,38;101,47;101,16;101,47;4918;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14868;#N/A N/A
30.05.2008;101,46;101,4914;101,1;101,52;12219;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
02.06.2008;101,16;101,13;101;101,16;2615;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
03.06.2008;101,33;101,183;101,0201;101,39;3120;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
04.06.2008;101,37;101,48;101,18;101,48;2768;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
05.06.2008;101,18;101,16;101,16;101,2;12753;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
06.06.2008;101,28;101,23;101,1962;101,28;3209;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
09.06.2008;101,28;101,23;101,208;101,28;6123;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
10.06.2008;100,79;101,07;100,36;101,07;11082;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
11.06.2008;100,84;100,55;100,26;100,84;10313;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
12.06.2008;100,295;99,94;99,93;100,45;7268;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34972;#N/A N/A
13.06.2008;100,16;99,87;99,87;100,16;4630;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
16.06.2008;99,872;100,16;99,872;100,18;3495;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
17.06.2008;100,13;99,85;99,56;100,13;21877;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
18.06.2008;100;99,57;99,57;100,07;5010;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
19.06.2008;99,89;99,7;99,6401;99,89;5213;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
20.06.2008;99,85;99,86;99,6494;99,86;1157;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
23.06.2008;99,69;99,6;99,47;99,69;4253;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
24.06.2008;99,6;99,39;99,38;99,62;5721;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
25.06.2008;99,65;99,57;99,444;99,65;2064;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
26.06.2008;99,42;99,44;99,3;99,44;5569;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
27.06.2008;98,84;99,1;98,63;99,1;4093;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5139;#N/A N/A
30.06.2008;99;98,97;98,47;99,01;37818;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
01.07.2008;98,1;98,11;97,96;98,23;15924;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
02.07.2008;98,36;98,22;98,21;98,42;9022;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
03.07.2008;98,28;97,83;97,83;98,28;10470;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
04.07.2008;98,28;97,83;97,83;98,28;10470;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
07.07.2008;98,49;98,08;98,08;98,49;12070;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
08.07.2008;98,56;98,62;98,46;98,7;15136;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
09.07.2008;98,42;98,91;98,15;98,91;14228;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
10.07.2008;98,27;98,34;98,07;98,34;5967;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
11.07.2008;98,59;98,28;98,12;98,6;24454;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
14.07.2008;98,68;98,78;98,48;98,78;3670;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;15598;1,782
15.07.2008;98,65;98,75;98,42;98,75;11545;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
16.07.2008;98,56;98,32;98,14;98,56;12143;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
17.07.2008;98,875;98,83;98,49;98,96;7334;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
18.07.2008;98,9;98,865;98,545;98,91;4093;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
21.07.2008;99,11;99,05;98,9072;99,12;6732;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
22.07.2008;98,6;99,17;98,265;99,17;23166;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
23.07.2008;98,71;98,82;98,33;98,82;4177;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
24.07.2008;98,41;98,95;98,41;98,95;10060;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
25.07.2008;98,81;98,33;98,33;98,81;3111;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
28.07.2008;98,74;98,7;98,4;98,74;1723;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
29.07.2008;98,99;98,79;98,79;98,99;8678;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
30.07.2008;99,205;99,16;98,94;99,22;22996;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14865;1,214
31.07.2008;99,4;99,42;99,4;99,42;4969;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
01.08.2008;98,65;98,71;98,65;99;7025;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
04.08.2008;98,95;98,94;98,915;99;1784;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
05.08.2008;98,97;98,965;98,6101;98,97;2407;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
06.08.2008;98,99;99,03;98,747;99,03;6692;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
07.08.2008;99,05;98,9474;98,9474;99,08;9728;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
08.08.2008;98,79;98,75;98,64;98,825;9488;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
11.08.2008;98,87;98,82;98,6828;98,88;5805;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
12.08.2008;99,06;99,07;98,8;99,11;6904;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
13.08.2008;99,08;98,7;98,7;99,13;9172;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
14.08.2008;99,11;99,07;99,07;99,14;10943;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;13837;1,521
15.08.2008;99,285;99,17;99,17;99,298;2662;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
18.08.2008;99,37;99,38;99,355;99,53;8419;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
19.08.2008;99,24;99,31;99,14;99,31;4979;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
20.08.2008;99,33;99,38;99,33;99,38;3746;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
21.08.2008;99,24;99,35;99,188;99,35;1735;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
22.08.2008;99,43;99,3;99,2;99,43;18352;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
25.08.2008;99,4;99,1;99,1;99,41;7159;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
26.08.2008;99,23;98,91;98,91;99,26;9165;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
27.08.2008;99,34;99,24;99,0601;99,35;4082;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
28.08.2008;99,52;99,27;99,1401;99,52;5585;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10343;1,567
29.08.2008;99,68;99,54;99,492;99,68;4865;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
01.09.2008;99,68;99,54;99,492;99,68;4865;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
02.09.2008;99,39;99,4;98,98;99,4;10184;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
03.09.2008;99,35;99,34;99,08;99,38;4949;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
04.09.2008;99,137;99,39;99,11;99,45;104826;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
05.09.2008;99;99,25;98,865;99,25;16017;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
08.09.2008;99,04;99,29;98,98;99,3;5420;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
09.09.2008;98,86;99,26;98,73;99,26;5031;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
10.09.2008;98,8;99,01;98,656;99,01;3266;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;29889;4,39
